Date,Cases,Countries
2021-08-09,446,Cyprus
2021-08-08,389,Cyprus
2021-08-07,599,Cyprus
2021-08-06,525,Cyprus
2021-08-05,580,Cyprus
2021-08-04,575,Cyprus
2021-08-03,598,Cyprus
2021-08-02,493,Cyprus
2021-08-01,277,Cyprus
2021-07-31,527,Cyprus
2021-07-30,635,Cyprus
2021-07-29,655,Cyprus
2021-07-28,769,Cyprus
2021-07-27,791,Cyprus
2021-07-26,851,Cyprus
2021-07-25,727,Cyprus
2021-07-24,789,Cyprus
2021-07-23,895,Cyprus
2021-07-22,1046,Cyprus
2021-07-21,1014,Cyprus
2021-07-20,995,Cyprus
2021-07-19,1056,Cyprus
2021-07-18,858,Cyprus
2021-07-17,928,Cyprus
2021-07-16,953,Cyprus
2021-07-15,1152,Cyprus
2021-07-14,1120,Cyprus
2021-07-13,1081,Cyprus
2021-07-12,832,Cyprus
2021-07-11,849,Cyprus
2021-07-10,960,Cyprus
2021-07-09,882,Cyprus
2021-07-08,993,Cyprus
2021-07-07,952,Cyprus
2021-07-06,827,Cyprus
2021-07-05,787,Cyprus
2021-07-04,577,Cyprus
2021-07-03,583,Cyprus
2021-07-02,529,Cyprus
2021-07-01,473,Cyprus
2021-06-30,429,Cyprus
2021-06-29,332,Cyprus
2021-06-28,314,Cyprus
2021-06-27,216,Cyprus
2021-06-26,226,Cyprus
2021-06-25,169,Cyprus
2021-06-24,175,Cyprus
2021-06-23,167,Cyprus
2021-06-22,122,Cyprus
2021-06-21,67,Cyprus
2021-06-20,61,Cyprus
2021-06-19,62,Cyprus
2021-06-18,76,Cyprus
2021-06-17,65,Cyprus
2021-06-16,68,Cyprus
2021-06-15,64,Cyprus
2021-06-14,57,Cyprus
2021-06-13,33,Cyprus
2021-06-12,42,Cyprus
2021-06-11,60,Cyprus
2021-06-10,59,Cyprus
2021-06-09,77,Cyprus
2021-06-08,60,Cyprus
2021-06-07,80,Cyprus
2021-06-06,29,Cyprus
2021-06-05,41,Cyprus
2021-06-04,83,Cyprus
2021-06-03,53,Cyprus
2021-06-02,58,Cyprus
2021-06-01,58,Cyprus
2021-05-31,50,Cyprus
2021-05-30,44,Cyprus
2021-05-29,56,Cyprus
2021-05-28,73,Cyprus
2021-05-27,75,Cyprus
2021-05-26,69,Cyprus
2021-05-25,79,Cyprus
2021-05-24,100,Cyprus
2021-05-23,75,Cyprus
2021-05-22,91,Cyprus
2021-05-21,135,Cyprus
2021-05-20,77,Cyprus
2021-05-19,135,Cyprus
2021-05-18,167,Cyprus
2021-05-17,167,Cyprus
2021-05-16,165,Cyprus
2021-05-15,157,Cyprus
2021-05-14,171,Cyprus
2021-05-13,213,Cyprus
2021-05-12,260,Cyprus
2021-05-11,390,Cyprus
2021-05-10,276,Cyprus
2021-05-09,269,Cyprus
2021-05-08,397,Cyprus
2021-05-07,324,Cyprus
2021-05-06,460,Cyprus
2021-05-05,562,Cyprus
2021-05-04,509,Cyprus
2021-05-03,481,Cyprus
2021-05-02,58,Cyprus
2021-05-01,463,Cyprus
2021-04-30,676,Cyprus
2021-04-29,668,Cyprus
2021-04-28,845,Cyprus
2021-04-27,760,Cyprus
2021-04-26,611,Cyprus
2021-04-25,773,Cyprus
2021-04-24,895,Cyprus
2021-04-23,889,Cyprus
2021-04-22,927,Cyprus
2021-04-21,843,Cyprus
2021-04-20,941,Cyprus
2021-04-19,822,Cyprus
2021-04-18,852,Cyprus
2021-04-17,786,Cyprus
2021-04-16,677,Cyprus
2021-04-15,690,Cyprus
2021-04-14,602,Cyprus
2021-04-13,619,Cyprus
2021-04-12,528,Cyprus
2021-04-11,470,Cyprus
2021-04-10,446,Cyprus
2021-04-09,601,Cyprus
2021-04-08,622,Cyprus
2021-04-07,529,Cyprus
2021-04-06,559,Cyprus
2021-04-05,565,Cyprus
2021-04-04,431,Cyprus
2021-04-03,404,Cyprus
2021-04-02,705,Cyprus
2021-04-01,309,Cyprus
2021-03-31,434,Cyprus
2021-03-30,439,Cyprus
2021-03-29,360,Cyprus
2021-03-28,326,Cyprus
2021-03-27,334,Cyprus
2021-03-26,361,Cyprus
2021-03-25,324,Cyprus
2021-03-24,293,Cyprus
2021-03-23,365,Cyprus
2021-03-22,410,Cyprus
2021-03-21,336,Cyprus
2021-03-20,407,Cyprus
2021-03-19,364,Cyprus
2021-03-18,385,Cyprus
2021-03-17,382,Cyprus
2021-03-16,475,Cyprus
2021-03-15,218,Cyprus
2021-03-14,374,Cyprus
2021-03-13,398,Cyprus
2021-03-12,383,Cyprus
2021-03-11,431,Cyprus
2021-03-10,415,Cyprus
2021-03-09,420,Cyprus
2021-03-08,352,Cyprus
2021-03-07,303,Cyprus
2021-03-06,298,Cyprus
2021-03-05,273,Cyprus
2021-03-04,384,Cyprus
2021-03-03,323,Cyprus
2021-03-02,288,Cyprus
2021-03-01,302,Cyprus
2021-02-28,283,Cyprus
2021-02-27,243,Cyprus
2021-02-26,272,Cyprus
2021-02-25,199,Cyprus
2021-02-24,143,Cyprus
2021-02-23,176,Cyprus
2021-02-22,131,Cyprus
2021-02-21,107,Cyprus
2021-02-20,107,Cyprus
2021-02-19,111,Cyprus
2021-02-18,107,Cyprus
2021-02-17,121,Cyprus
2021-02-16,81,Cyprus
2021-02-15,113,Cyprus
2021-02-14,123,Cyprus
2021-02-13,102,Cyprus
2021-02-12,113,Cyprus
2021-02-11,103,Cyprus
2021-02-10,113,Cyprus
2021-02-09,95,Cyprus
2021-02-08,105,Cyprus
2021-02-07,115,Cyprus
2021-02-06,132,Cyprus
2021-02-05,133,Cyprus
2021-02-04,116,Cyprus
2021-02-03,139,Cyprus
2021-02-02,128,Cyprus
2021-02-01,120,Cyprus
2021-01-31,106,Cyprus
2021-01-30,113,Cyprus
2021-01-29,119,Cyprus
2021-01-28,158,Cyprus
2021-01-27,128,Cyprus
2021-01-26,109,Cyprus
2021-01-25,126,Cyprus
2021-01-24,130,Cyprus
2021-01-23,129,Cyprus
2021-01-22,122,Cyprus
2021-01-21,164,Cyprus
2021-01-20,178,Cyprus
2021-01-19,164,Cyprus
2021-01-18,162,Cyprus
2021-01-17,157,Cyprus
2021-01-16,202,Cyprus
2021-01-15,244,Cyprus
2021-01-14,241,Cyprus
2021-01-13,227,Cyprus
2021-01-12,259,Cyprus
2021-01-11,288,Cyprus
2021-01-10,339,Cyprus
2021-01-09,337,Cyprus
2021-01-08,466,Cyprus
2021-01-07,427,Cyprus
2021-01-06,573,Cyprus
2021-01-05,569,Cyprus
2021-01-04,665,Cyprus
2021-01-03,529,Cyprus
2021-01-02,627,Cyprus
2021-01-01,167,Cyprus
2020-12-31,632,Cyprus
2020-12-30,704,Cyprus
2020-12-29,907,Cyprus
2020-12-28,751,Cyprus
2020-12-27,266,Cyprus
2020-12-26,25,Cyprus
2020-12-25,50,Cyprus
2020-12-24,433,Cyprus
2020-12-23,477,Cyprus
2020-12-22,402,Cyprus
2020-12-21,286,Cyprus
2020-12-20,242,Cyprus
2020-12-19,419,Cyprus
2020-12-18,410,Cyprus
2020-12-17,457,Cyprus
2020-12-16,401,Cyprus
2020-12-15,339,Cyprus
2020-12-14,349,Cyprus
2020-12-13,301,Cyprus
2020-12-12,324,Cyprus
2020-12-11,424,Cyprus
2020-12-10,403,Cyprus
2020-12-09,363,Cyprus
2020-12-08,419,Cyprus
2020-12-07,416,Cyprus
2020-12-06,270,Cyprus
2020-12-05,369,Cyprus
2020-12-04,289,Cyprus
2020-12-03,348,Cyprus
2020-12-02,292,Cyprus
2020-12-01,318,Cyprus
2020-11-30,182,Cyprus
2020-11-29,152,Cyprus
2020-11-28,248,Cyprus
2020-11-27,310,Cyprus
2020-11-26,220,Cyprus
2020-11-25,254,Cyprus
2020-11-24,252,Cyprus
2020-11-23,262,Cyprus
2020-11-22,187,Cyprus
2020-11-21,245,Cyprus
2020-11-20,274,Cyprus
2020-11-19,268,Cyprus
2020-11-18,198,Cyprus
2020-11-17,228,Cyprus
2020-11-16,107,Cyprus
2020-11-15,127,Cyprus
2020-11-14,198,Cyprus
2020-11-13,207,Cyprus
2020-11-12,185,Cyprus
2020-11-11,165,Cyprus
2020-11-10,198,Cyprus
2020-11-09,111,Cyprus
2020-11-08,116,Cyprus
2020-11-07,314,Cyprus
2020-11-06,224,Cyprus
2020-11-05,233,Cyprus
2020-11-04,166,Cyprus
2020-11-03,174,Cyprus
2020-11-02,197,Cyprus
2020-11-01,197,Cyprus
2020-10-31,149,Cyprus
2020-10-30,166,Cyprus
2020-10-29,121,Cyprus
2020-10-28,113,Cyprus
2020-10-27,181,Cyprus
2020-10-26,91,Cyprus
2020-10-25,101,Cyprus
2020-10-24,130,Cyprus
2020-10-23,160,Cyprus
2020-10-22,188,Cyprus
2020-10-21,127,Cyprus
2020-10-20,152,Cyprus
2020-10-19,43,Cyprus
2020-10-18,63,Cyprus
2020-10-17,202,Cyprus
2020-10-16,94,Cyprus
2020-10-15,104,Cyprus
2020-10-14,51,Cyprus
2020-10-13,83,Cyprus
2020-10-12,41,Cyprus
2020-10-11,20,Cyprus
2020-10-10,35,Cyprus
2020-10-09,33,Cyprus
2020-10-08,21,Cyprus
2020-10-07,21,Cyprus
2020-10-06,29,Cyprus
2020-10-05,23,Cyprus
2020-10-04,13,Cyprus
2020-10-03,22,Cyprus
2020-10-02,17,Cyprus
2020-10-01,17,Cyprus
2020-09-30,12,Cyprus
2020-09-29,30,Cyprus
2020-09-28,17,Cyprus
2020-09-27,12,Cyprus
2020-09-26,13,Cyprus
2020-09-25,8,Cyprus
2020-09-24,9,Cyprus
2020-09-23,36,Cyprus
2020-09-22,15,Cyprus
2020-09-21,3,Cyprus
2020-09-20,10,Cyprus
2020-09-19,25,Cyprus
2020-09-18,7,Cyprus
2020-09-17,10,Cyprus
2020-09-16,8,Cyprus
2020-09-15,6,Cyprus
2020-09-14,8,Cyprus
2020-09-13,3,Cyprus
2020-09-12,3,Cyprus
2020-09-11,3,Cyprus
2020-09-10,3,Cyprus
2020-09-09,3,Cyprus
2020-09-08,1,Cyprus
2020-09-07,1,Cyprus
2020-09-06,2,Cyprus
2020-09-05,5,Cyprus
2020-09-04,4,Cyprus
2020-09-03,3,Cyprus
2020-09-02,5,Cyprus
2020-09-01,2,Cyprus
2020-08-31,1,Cyprus
2020-08-30,4,Cyprus
2020-08-29,2,Cyprus
2020-08-28,14,Cyprus
2020-08-27,11,Cyprus
2020-08-26,10,Cyprus
2020-08-25,14,Cyprus
2020-08-24,11,Cyprus
2020-08-23,4,Cyprus
2020-08-22,11,Cyprus
2020-08-21,11,Cyprus
2020-08-20,10,Cyprus
2020-08-19,26,Cyprus
2020-08-18,8,Cyprus
2020-08-17,12,Cyprus
2020-08-16,7,Cyprus
2020-08-15,14,Cyprus
2020-08-14,13,Cyprus
2020-08-13,14,Cyprus
2020-08-12,14,Cyprus
2020-08-11,25,Cyprus
2020-08-10,10,Cyprus
2020-08-09,9,Cyprus
2020-08-08,11,Cyprus
2020-08-07,14,Cyprus
2020-08-06,13,Cyprus
2020-08-05,15,Cyprus
2020-08-04,25,Cyprus
2020-08-03,5,Cyprus
2020-08-02,26,Cyprus
2020-08-01,10,Cyprus
2020-07-31,25,Cyprus
2020-07-30,9,Cyprus
2020-07-29,13,Cyprus
2020-07-28,7,Cyprus
2020-07-27,3,Cyprus
2020-07-26,4,Cyprus
2020-07-25,6,Cyprus
2020-07-24,2,Cyprus
2020-07-23,5,Cyprus
2020-07-22,0,Cyprus
2020-07-21,2,Cyprus
2020-07-20,0,Cyprus
2020-07-19,1,Cyprus
2020-07-18,4,Cyprus
2020-07-17,2,Cyprus
2020-07-16,6,Cyprus
2020-07-15,2,Cyprus
2020-07-14,1,Cyprus
2020-07-13,1,Cyprus
2020-07-12,7,Cyprus
2020-07-11,1,Cyprus
2020-07-10,3,Cyprus
2020-07-09,2,Cyprus
2020-07-08,3,Cyprus
2020-07-07,1,Cyprus
2020-07-06,1,Cyprus
2020-07-05,1,Cyprus
2020-07-04,3,Cyprus
2020-07-03,0,Cyprus
2020-07-02,0,Cyprus
2020-07-01,1,Cyprus
2020-06-30,2,Cyprus
2020-06-29,2,Cyprus
2020-06-28,0,Cyprus
2020-06-27,2,Cyprus
2020-06-26,0,Cyprus
2020-06-25,1,Cyprus
2020-06-24,1,Cyprus
2020-06-23,2,Cyprus
2020-06-22,2,Cyprus
2020-06-21,1,Cyprus
2020-06-20,0,Cyprus
2020-06-19,0,Cyprus
2020-06-18,0,Cyprus
2020-06-17,0,Cyprus
2020-06-16,0,Cyprus
2020-06-15,2,Cyprus
2020-06-14,3,Cyprus
2020-06-13,0,Cyprus
2020-06-12,5,Cyprus
2020-06-11,1,Cyprus
2020-06-10,2,Cyprus
2020-06-09,2,Cyprus
2020-06-08,6,Cyprus
2020-06-07,4,Cyprus
2020-06-06,0,Cyprus
2020-06-05,2,Cyprus
2020-06-04,0,Cyprus
2020-06-03,6,Cyprus
2020-06-02,3,Cyprus
2020-06-01,5,Cyprus
2020-05-31,1,Cyprus
2020-05-30,1,Cyprus
2020-05-29,1,Cyprus
2020-05-28,2,Cyprus
2020-05-27,0,Cyprus
2020-05-26,2,Cyprus
2020-05-25,2,Cyprus
2020-05-24,8,Cyprus
2020-05-23,0,Cyprus
2020-05-22,4,Cyprus
2020-05-21,1,Cyprus
2020-05-20,4,Cyprus
2020-05-19,1,Cyprus
2020-05-18,1,Cyprus
2020-05-17,2,Cyprus
2020-05-16,4,Cyprus
2020-05-15,3,Cyprus
2020-05-14,2,Cyprus
2020-05-13,2,Cyprus
2020-05-12,2,Cyprus
2020-05-11,3,Cyprus
2020-05-10,6,Cyprus
2020-05-09,1,Cyprus
2020-05-08,2,Cyprus
2020-05-07,6,Cyprus
2020-05-06,5,Cyprus
2020-05-05,4,Cyprus
2020-05-04,2,Cyprus
2020-05-03,8,Cyprus
2020-05-02,7,Cyprus
2020-05-01,7,Cyprus
2020-04-30,7,Cyprus
2020-04-29,6,Cyprus
2020-04-28,15,Cyprus
2020-04-27,5,Cyprus
2020-04-26,7,Cyprus
2020-04-25,6,Cyprus
2020-04-24,9,Cyprus
2020-04-23,5,Cyprus
2020-04-22,6,Cyprus
2020-04-21,12,Cyprus
2020-04-20,5,Cyprus
2020-04-19,6,Cyprus
2020-04-18,11,Cyprus
2020-04-17,15,Cyprus
2020-04-16,20,Cyprus
2020-04-15,20,Cyprus
2020-04-14,33,Cyprus
2020-04-13,29,Cyprus
2020-04-12,17,Cyprus
2020-04-11,21,Cyprus
2020-04-10,31,Cyprus
2020-04-09,38,Cyprus
2020-04-08,32,Cyprus
2020-04-07,29,Cyprus
2020-04-06,19,Cyprus
2020-04-05,20,Cyprus
2020-04-04,30,Cyprus
2020-04-03,40,Cyprus
2020-04-02,36,Cyprus
2020-04-01,58,Cyprus
2020-03-31,32,Cyprus
2020-03-30,16,Cyprus
2020-03-29,35,Cyprus
2020-03-28,17,Cyprus
2020-03-27,16,Cyprus
2020-03-26,14,Cyprus
2020-03-25,8,Cyprus
2020-03-24,8,Cyprus
2020-03-23,21,Cyprus
2020-03-22,11,Cyprus
2020-03-21,9,Cyprus
2020-03-20,8,Cyprus
2020-03-19,9,Cyprus
2020-03-18,9,Cyprus
2020-03-17,3,Cyprus
2020-03-16,13,Cyprus
2020-03-15,7,Cyprus
2020-03-14,12,Cyprus
2020-03-13,8,Cyprus
2020-03-12,0,Cyprus
2020-03-11,3,Cyprus
2020-03-10,1,Cyprus
2020-03-09,2,Cyprus
2022-02-24,0,Czechia
2022-02-23,11211,Czechia
2022-02-22,14201,Czechia
2022-02-21,13453,Czechia
2022-02-20,4272,Czechia
2022-02-19,8220,Czechia
2022-02-18,13766,Czechia
2022-02-17,15522,Czechia
2022-02-16,16992,Czechia
2022-02-15,28286,Czechia
2022-02-14,19472,Czechia
2022-02-13,7194,Czechia
2022-02-12,10954,Czechia
2022-02-11,22135,Czechia
2022-02-10,22667,Czechia
2022-02-09,29051,Czechia
2022-02-08,37745,Czechia
2022-02-07,29620,Czechia
2022-02-06,9070,Czechia
2022-02-05,24005,Czechia
2022-02-04,28712,Czechia
2022-02-03,37688,Czechia
2022-02-02,43333,Czechia
2022-02-01,57235,Czechia
2022-01-31,29555,Czechia
2022-01-30,23942,Czechia
2022-01-29,18285,Czechia
2022-01-28,47270,Czechia
2022-01-27,34813,Czechia
2022-01-26,54701,Czechia
2022-01-25,39638,Czechia
2022-01-24,30394,Czechia
2022-01-23,12902,Czechia
2022-01-22,18357,Czechia
2022-01-21,26623,Czechia
2022-01-20,26939,Czechia
2022-01-19,26019,Czechia
2022-01-18,28503,Czechia
2022-01-17,20309,Czechia
2022-01-16,7246,Czechia
2022-01-15,9293,Czechia
2022-01-14,13226,Czechia
2022-01-13,11693,Czechia
2022-01-12,11467,Czechia
2022-01-11,12378,Czechia
2022-01-10,7360,Czechia
2022-01-09,2764,Czechia
2022-01-08,3963,Czechia
2022-01-07,6674,Czechia
2022-01-06,6641,Czechia
2022-01-05,7388,Czechia
2022-01-04,10180,Czechia
2022-01-03,9357,Czechia
2022-01-02,1931,Czechia
2022-01-01,1093,Czechia
2021-12-31,4998,Czechia
2021-12-30,5756,Czechia
2021-12-29,6160,Czechia
2021-12-28,9078,Czechia
2021-12-27,6863,Czechia
2021-12-26,2015,Czechia
2021-12-25,1090,Czechia
2021-12-24,2045,Czechia
2021-12-23,7361,Czechia
2021-12-22,7696,Czechia
2021-12-21,11846,Czechia
2021-12-20,8600,Czechia
2021-12-19,3744,Czechia
2021-12-18,5985,Czechia
2021-12-17,8962,Czechia
2021-12-16,9501,Czechia
2021-12-15,11618,Czechia
2021-12-14,16707,Czechia
2021-12-13,11905,Czechia
2021-12-12,4129,Czechia
2021-12-11,9086,Czechia
2021-12-10,12401,Czechia
2021-12-09,14265,Czechia
2021-12-08,16209,Czechia
2021-12-07,19537,Czechia
2021-12-06,15581,Czechia
2021-12-05,6335,Czechia
2021-12-04,10982,Czechia
2021-12-03,17685,Czechia
2021-12-02,18626,Czechia
2021-12-01,21154,Czechia
2021-11-30,22025,Czechia
2021-11-29,17617,Czechia
2021-11-28,9307,Czechia
2021-11-27,12528,Czechia
2021-11-26,20383,Czechia
2021-11-25,27937,Czechia
2021-11-24,18047,Czechia
2021-11-23,25912,Czechia
2021-11-22,14518,Czechia
2021-11-21,8278,Czechia
2021-11-20,14415,Czechia
2021-11-19,22972,Czechia
2021-11-18,13519,Czechia
2021-11-17,14199,Czechia
2021-11-16,22540,Czechia
2021-11-15,11563,Czechia
2021-11-14,5699,Czechia
2021-11-13,9183,Czechia
2021-11-12,14260,Czechia
2021-11-11,10454,Czechia
2021-11-10,13571,Czechia
2021-11-09,14583,Czechia
2021-11-08,9289,Czechia
2021-11-07,3012,Czechia
2021-11-06,5745,Czechia
2021-11-05,9258,Czechia
2021-11-04,8495,Czechia
2021-11-03,9483,Czechia
2021-11-02,9941,Czechia
2021-11-01,7618,Czechia
2021-10-31,2792,Czechia
2021-10-30,5061,Czechia
2021-10-29,5759,Czechia
2021-10-28,4357,Czechia
2021-10-27,5866,Czechia
2021-10-26,6291,Czechia
2021-10-25,4287,Czechia
2021-10-24,1840,Czechia
2021-10-23,2756,Czechia
2021-10-22,4239,Czechia
2021-10-21,3646,Czechia
2021-10-20,3281,Czechia
2021-10-19,3249,Czechia
2021-10-18,2539,Czechia
2021-10-17,796,Czechia
2021-10-16,1158,Czechia
2021-10-15,1782,Czechia
2021-10-14,1541,Czechia
2021-10-13,1500,Czechia
2021-10-12,1508,Czechia
2021-10-11,1346,Czechia
2021-10-10,338,Czechia
2021-10-09,668,Czechia
2021-10-08,1019,Czechia
2021-10-07,992,Czechia
2021-10-06,1048,Czechia
2021-10-05,1135,Czechia
2021-10-04,823,Czechia
2021-10-03,318,Czechia
2021-10-02,552,Czechia
2021-10-01,829,Czechia
2021-09-30,922,Czechia
2021-09-29,735,Czechia
2021-09-28,474,Czechia
2021-09-27,677,Czechia
2021-09-26,252,Czechia
2021-09-25,419,Czechia
2021-09-24,533,Czechia
2021-09-23,484,Czechia
2021-09-22,523,Czechia
2021-09-21,597,Czechia
2021-09-20,481,Czechia
2021-09-19,188,Czechia
2021-09-18,302,Czechia
2021-09-17,448,Czechia
2021-09-16,562,Czechia
2021-09-15,524,Czechia
2021-09-14,557,Czechia
2021-09-13,495,Czechia
2021-09-12,137,Czechia
2021-09-11,251,Czechia
2021-09-10,445,Czechia
2021-09-09,420,Czechia
2021-09-08,382,Czechia
2021-09-07,583,Czechia
2021-09-06,393,Czechia
2021-09-05,141,Czechia
2021-09-04,207,Czechia
2021-09-03,310,Czechia
2021-09-02,306,Czechia
2021-09-01,262,Czechia
2021-08-31,292,Czechia
2021-08-30,241,Czechia
2021-08-29,81,Czechia
2021-08-28,133,Czechia
2021-08-27,183,Czechia
2021-08-26,214,Czechia
2021-08-25,250,Czechia
2021-08-24,253,Czechia
2021-08-23,214,Czechia
2021-08-22,107,Czechia
2021-08-21,135,Czechia
2021-08-20,171,Czechia
2021-08-19,166,Czechia
2021-08-18,209,Czechia
2021-08-17,300,Czechia
2021-08-16,216,Czechia
2021-08-15,77,Czechia
2021-08-14,142,Czechia
2021-08-13,223,Czechia
2021-08-12,190,Czechia
2021-08-11,220,Czechia
2021-08-10,261,Czechia
2021-08-09,176,Czechia
2021-08-08,107,Czechia
2021-08-07,156,Czechia
2021-08-06,179,Czechia
2021-08-05,165,Czechia
2021-08-04,209,Czechia
2021-08-03,242,Czechia
2021-08-02,153,Czechia
2021-08-01,77,Czechia
2021-07-31,117,Czechia
2021-07-30,140,Czechia
2021-07-29,207,Czechia
2021-07-28,202,Czechia
2021-07-27,256,Czechia
2021-07-26,200,Czechia
2021-07-25,81,Czechia
2021-07-24,127,Czechia
2021-07-23,189,Czechia
2021-07-22,212,Czechia
2021-07-21,233,Czechia
2021-07-20,300,Czechia
2021-07-19,222,Czechia
2021-07-18,117,Czechia
2021-07-17,197,Czechia
2021-07-16,245,Czechia
2021-07-15,220,Czechia
2021-07-14,258,Czechia
2021-07-13,323,Czechia
2021-07-12,242,Czechia
2021-07-11,158,Czechia
2021-07-10,163,Czechia
2021-07-09,286,Czechia
2021-07-08,259,Czechia
2021-07-07,280,Czechia
2021-07-06,111,Czechia
2021-07-05,130,Czechia
2021-07-04,109,Czechia
2021-07-03,125,Czechia
2021-07-02,167,Czechia
2021-07-01,170,Czechia
2021-06-30,138,Czechia
2021-06-29,163,Czechia
2021-06-28,156,Czechia
2021-06-27,59,Czechia
2021-06-26,67,Czechia
2021-06-25,133,Czechia
2021-06-24,98,Czechia
2021-06-23,112,Czechia
2021-06-22,112,Czechia
2021-06-21,122,Czechia
2021-06-20,59,Czechia
2021-06-19,64,Czechia
2021-06-18,149,Czechia
2021-06-17,164,Czechia
2021-06-16,133,Czechia
2021-06-15,211,Czechia
2021-06-14,178,Czechia
2021-06-13,42,Czechia
2021-06-12,77,Czechia
2021-06-11,182,Czechia
2021-06-10,195,Czechia
2021-06-09,260,Czechia
2021-06-08,387,Czechia
2021-06-07,299,Czechia
2021-06-06,99,Czechia
2021-06-05,153,Czechia
2021-06-04,330,Czechia
2021-06-03,437,Czechia
2021-06-02,357,Czechia
2021-06-01,484,Czechia
2021-05-31,522,Czechia
2021-05-30,113,Czechia
2021-05-29,222,Czechia
2021-05-28,458,Czechia
2021-05-27,516,Czechia
2021-05-26,546,Czechia
2021-05-25,668,Czechia
2021-05-24,703,Czechia
2021-05-23,199,Czechia
2021-05-22,336,Czechia
2021-05-21,679,Czechia
2021-05-20,689,Czechia
2021-05-19,785,Czechia
2021-05-18,1211,Czechia
2021-05-17,1144,Czechia
2021-05-16,260,Czechia
2021-05-15,599,Czechia
2021-05-14,1058,Czechia
2021-05-13,1233,Czechia
2021-05-12,1274,Czechia
2021-05-11,1701,Czechia
2021-05-10,1557,Czechia
2021-05-09,388,Czechia
2021-05-08,731,Czechia
2021-05-07,1650,Czechia
2021-05-06,1582,Czechia
2021-05-05,1887,Czechia
2021-05-04,2427,Czechia
2021-05-03,2226,Czechia
2021-05-02,514,Czechia
2021-05-01,1178,Czechia
2021-04-30,2185,Czechia
2021-04-29,2238,Czechia
2021-04-28,2499,Czechia
2021-04-27,3259,Czechia
2021-04-26,2605,Czechia
2021-04-25,832,Czechia
2021-04-24,1319,Czechia
2021-04-23,2615,Czechia
2021-04-22,2639,Czechia
2021-04-21,2968,Czechia
2021-04-20,3821,Czechia
2021-04-19,3352,Czechia
2021-04-18,843,Czechia
2021-04-17,1546,Czechia
2021-04-16,3229,Czechia
2021-04-15,3286,Czechia
2021-04-14,3728,Czechia
2021-04-13,5094,Czechia
2021-04-12,3884,Czechia
2021-04-11,987,Czechia
2021-04-10,2221,Czechia
2021-04-09,4850,Czechia
2021-04-08,5305,Czechia
2021-04-07,7065,Czechia
2021-04-06,5602,Czechia
2021-04-05,1437,Czechia
2021-04-04,1933,Czechia
2021-04-03,2162,Czechia
2021-04-02,3854,Czechia
2021-04-01,6259,Czechia
2021-03-31,7281,Czechia
2021-03-30,8657,Czechia
2021-03-29,6958,Czechia
2021-03-28,1747,Czechia
2021-03-27,3982,Czechia
2021-03-26,7753,Czechia
2021-03-25,7954,Czechia
2021-03-24,8884,Czechia
2021-03-23,11004,Czechia
2021-03-22,8267,Czechia
2021-03-21,2400,Czechia
2021-03-20,5517,Czechia
2021-03-19,9754,Czechia
2021-03-18,10726,Czechia
2021-03-17,12085,Czechia
2021-03-16,14085,Czechia
2021-03-15,10664,Czechia
2021-03-14,3354,Czechia
2021-03-13,7053,Czechia
2021-03-12,14995,Czechia
2021-03-11,11288,Czechia
2021-03-10,14593,Czechia
2021-03-09,15405,Czechia
2021-03-08,10702,Czechia
2021-03-07,4005,Czechia
2021-03-06,9139,Czechia
2021-03-05,13192,Czechia
2021-03-04,14677,Czechia
2021-03-03,15270,Czechia
2021-03-02,16821,Czechia
2021-03-01,12370,Czechia
2021-02-28,4602,Czechia
2021-02-27,7868,Czechia
2021-02-26,14833,Czechia
2021-02-25,14615,Czechia
2021-02-24,13830,Czechia
2021-02-23,15870,Czechia
2021-02-22,11456,Czechia
2021-02-21,4075,Czechia
2021-02-20,6784,Czechia
2021-02-19,11305,Czechia
2021-02-18,11727,Czechia
2021-02-17,10961,Czechia
2021-02-16,12627,Czechia
2021-02-15,8925,Czechia
2021-02-14,2886,Czechia
2021-02-13,5151,Czechia
2021-02-12,8851,Czechia
2021-02-11,9050,Czechia
2021-02-10,9578,Czechia
2021-02-09,10313,Czechia
2021-02-08,7822,Czechia
2021-02-07,2459,Czechia
2021-02-06,4826,Czechia
2021-02-05,8643,Czechia
2021-02-04,8121,Czechia
2021-02-03,9689,Czechia
2021-02-02,9172,Czechia
2021-02-01,7260,Czechia
2021-01-31,2586,Czechia
2021-01-30,4069,Czechia
2021-01-29,8070,Czechia
2021-01-28,8042,Czechia
2021-01-27,8549,Czechia
2021-01-26,9215,Czechia
2021-01-25,7012,Czechia
2021-01-24,2413,Czechia
2021-01-23,4249,Czechia
2021-01-22,8496,Czechia
2021-01-21,7590,Czechia
2021-01-20,8246,Czechia
2021-01-19,9636,Czechia
2021-01-18,7699,Czechia
2021-01-17,2653,Czechia
2021-01-16,5256,Czechia
2021-01-15,9349,Czechia
2021-01-14,8126,Czechia
2021-01-13,10954,Czechia
2021-01-12,10833,Czechia
2021-01-11,9445,Czechia
2021-01-10,4338,Czechia
2021-01-09,8486,Czechia
2021-01-08,13170,Czechia
2021-01-07,14995,Czechia
2021-01-06,17876,Czechia
2021-01-05,17468,Czechia
2021-01-04,13005,Czechia
2021-01-03,6295,Czechia
2021-01-02,5003,Czechia
2021-01-01,3460,Czechia
2020-12-31,13337,Czechia
2020-12-30,17126,Czechia
2020-12-29,16547,Czechia
